localizacao,nivel_urgencia,tipo_situacao,pessoas_envolvidas
"Praça Brasil, 1462, Curitiba - PR",Baixo,Vandalismo,Criança
"Travessa Dom Pedro II, 1375, Porto Alegre - RS",Baixo,Incêndio,Vítima não identificada
"Estrada Santa Rita, 1821, Goiânia - GO",Alto,Atividade suspeita,Mulher
"Rua Sete de Setembro, 543, Goiânia - GO",Alto,Roubo (sem arma),N/A (Ex: Incêndio)
"Rua Barão do Rio Branco, 2458, Fortaleza - CE",Baixo,Acidente de trânsito com vítima,Grupo de homens
"Rua da Paz, 1989, Rio de Janeiro - RJ",Médio,Maus tratos a animais,Homem
"Alameda Dom Pedro II, 1777, Goiânia - GO",Alto,Alarme disparado,Criança
"Alameda Marechal Deodoro, 1943, Recife - PE",Baixo,Maus tratos a animais,Vítima não identificada
"Avenida São José, 360, Curitiba - PR",Médio,Vandalismo,Casal
"Travessa Primeiro de Maio, 1208, Recife - PE",Médio,Atividade suspeita,Suspeito(s) em fuga
"Avenida Duque de Caxias, 1103, São Paulo - SP",Médio,Alarme disparado,Múltiplas pessoas
"Avenida Marechal Deodoro, 2412, Curitiba - PR",Alto,Furto,Mulher
"Rua XV de Novembro, 221, Goiânia - GO",Médio,Alarme disparado,Múltiplas pessoas
"Estrada da Paz, 1330, Manaus - AM",Alto,Acidente de trânsito sem vítima,Criança
"Alameda das Flores, 934, Goiânia - GO",Médio,Acidente de trânsito sem vítima,Idoso
"Praça Santos Dumont, 2432, Salvador - BA",Baixo,Acidente de trânsito sem vítima,Suspeito(s) em fuga
"Avenida Santa Rita, 920, Porto Alegre - RS",Baixo,Roubo (sem arma),Homem
"Alameda Santos Dumont, 1210, Fortaleza - CE",Baixo,Acidente de trânsito com vítima,Grupo de homens
"Rua Brasil, 961, Brasília - DF",Médio,Acidente de trânsito com vítima,"Família (Homem, Mulher, Criança)"
"Avenida Marechal Deodoro, 1629, Goiânia - GO",Médio,Incêndio,Criança
"Estrada da Paz, 2125, Goiânia - GO",Alto,Briga doméstica,Suspeito(s) em fuga
"Praça Marechal Deodoro, 869, Rio de Janeiro - RJ",Médio,Atividade suspeita,Múltiplas pessoas
"Praça São José, 882, Porto Alegre - RS",Médio,Perturbação do sossego,N/A (Ex: Incêndio)
"Travessa das Flores, 196, Manaus - AM",Médio,Atividade suspeita,"Família (Homem, Mulher, Criança)"
"Alameda Barão do Rio Branco, 1190, Manaus - AM",Médio,Vandalismo,Criança
"Avenida Dom Pedro II, 2008, Curitiba - PR",Baixo,Furto,Homem
"Avenida do Sol, 2325, Florianópolis - SC",Médio,Briga doméstica,"Família (Homem, Mulher, Criança)"
"Estrada Barão do Rio Branco, 736, Florianópolis - SC",Médio,Alarme disparado,Homem
"Estrada Primeiro de Maio, 1693, Salvador - BA",Médio,Assalto a mão armada,"Família (Homem, Mulher, Criança)"
"Travessa do Sol, 2031, Fortaleza - CE",Baixo,Incêndio,Criança
"Praça Primeiro de Maio, 845, Rio de Janeiro - RJ",Médio,Furto,Homem
"Avenida Duque de Caxias, 551, Florianópolis - SC",Alto,Furto,Homem
"Rua Marechal Deodoro, 1458, Fortaleza - CE",Baixo,Vandalismo,Idoso
"Praça XV de Novembro, 117, Curitiba - PR",Baixo,Furto,N/A (Ex: Incêndio)
"Avenida São José, 1833, Porto Alegre - RS",Médio,Incêndio,Criança
"Avenida do Sol, 1196, Salvador - BA",Baixo,Alarme disparado,Mulher
"Estrada do Sol, 1272, Rio de Janeiro - RJ",Alto,Furto,Mulher
"Rua da Paz, 2447, Porto Alegre - RS",Médio,Assalto a mão armada,Grupo de homens
"Travessa Tiradentes, 1479, Brasília - DF",Médio,Briga doméstica,Criança
"Rua Santos Dumont, 390, Goiânia - GO",Alto,Roubo (sem arma),Casal
"Rua do Sol, 976, Goiânia - GO",Baixo,Perturbação do sossego,Mulher
"Avenida Duque de Caxias, 1882, Curitiba - PR",Médio,Agressão física,Grupo de homens
"Avenida do Sol, 345, Florianópolis - SC",Baixo,Maus tratos a animais,"Família (Homem, Mulher, Criança)"
"Alameda XV de Novembro, 2088, Curitiba - PR",Baixo,Maus tratos a animais,Grupo de homens
"Praça Duque de Caxias, 316, Florianópolis - SC",Baixo,Vandalismo,Grupo de homens
"Rua Barão do Rio Branco, 598, Porto Alegre - RS",Médio,Furto,Idoso
"Alameda Tiradentes, 2242, Porto Alegre - RS",Baixo,Maus tratos a animais,Casal
"Avenida Dom Pedro II, 1253, Manaus - AM",Alto,Maus tratos a animais,Criança
"Travessa Brasil, 2322, Florianópolis - SC",Médio,Alarme disparado,Múltiplas pessoas
"Estrada Tiradentes, 2417, Salvador - BA",Médio,Maus tratos a animais,"Família (Homem, Mulher, Criança)"
"Rua da República, 1257, Florianópolis - SC",Alto,Maus tratos a animais,Múltiplas pessoas
"Praça Brasil, 2322, Belo Horizonte - MG",Médio,Atividade suspeita,Grupo de homens
"Avenida Sete de Setembro, 2443, São Paulo - SP",Médio,Acidente de trânsito sem vítima,Casal
"Alameda Sete de Setembro, 1353, Porto Alegre - RS",Alto,Agressão física,Vítima não identificada
"Travessa Brasil, 286, São Paulo - SP",Baixo,Vandalismo,Homem
"Estrada São José, 1231, Fortaleza - CE",Baixo,Desaparecimento,Homem
"Rua Tiradentes, 177, Porto Alegre - RS",Médio,Atividade suspeita,"Família (Homem, Mulher, Criança)"
"Avenida Tiradentes, 487, Belo Horizonte - MG",Baixo,Furto,Grupo de homens
"Estrada do Sol, 1492, Curitiba - PR",Baixo,Alarme disparado,Criança
"Praça Barão do Rio Branco, 1219, Rio de Janeiro - RJ",Alto,Assalto a mão armada,Vítima não identificada
"Praça Dom Pedro II, 1852, São Paulo - SP",Baixo,Briga doméstica,Mulher
"Alameda Sete de Setembro, 410, Recife - PE",Baixo,Roubo (sem arma),Vítima não identificada
"Travessa Santos Dumont, 2398, Rio de Janeiro - RJ",Médio,Perturbação do sossego,Múltiplas pessoas
"Avenida Santa Rita, 2306, Salvador - BA",Médio,Acidente de trânsito sem vítima,Homem
"Estrada da Paz, 2477, Rio de Janeiro - RJ",Baixo,Agressão física,Casal
"Rua Santa Rita, 764, São Paulo - SP",Baixo,Maus tratos a animais,Múltiplas pessoas
"Alameda da República, 1565, Curitiba - PR",Médio,Vandalismo,Mulher
"Estrada do Sol, 128, Manaus - AM",Alto,Furto,Casal
"Avenida Barão do Rio Branco, 1066, Recife - PE",Alto,Vandalismo,Suspeito(s) em fuga
"Praça Primeiro de Maio, 887, Belo Horizonte - MG",Baixo,Incêndio,Mulher
"Avenida Brasil, 997, Recife - PE",Baixo,Assalto a mão armada,Homem
"Rua Sete de Setembro, 518, Goiânia - GO",Alto,Atividade suspeita,Grupo de homens
"Alameda São José, 576, Goiânia - GO",Alto,Acidente de trânsito sem vítima,Idoso
"Rua São José, 14, Curitiba - PR",Baixo,Desaparecimento,N/A (Ex: Incêndio)
"Praça da Paz, 2176, Florianópolis - SC",Médio,Desaparecimento,Vítima não identificada
"Praça São José, 633, Belo Horizonte - MG",Alto,Perturbação do sossego,Vítima não identificada
"Alameda Sete de Setembro, 125, Salvador - BA",Médio,Acidente de trânsito com vítima,Múltiplas pessoas
"Rua Marechal Deodoro, 872, Brasília - DF",Médio,Maus tratos a animais,Suspeito(s) em fuga
"Rua da República, 2275, Porto Alegre - RS",Baixo,Assalto a mão armada,Criança
"Alameda Brasil, 2146, Brasília - DF",Alto,Acidente de trânsito sem vítima,Idoso
"Alameda Tiradentes, 1409, Salvador - BA",Baixo,Roubo (sem arma),Mulher
"Travessa Barão do Rio Branco, 974, Fortaleza - CE",Alto,Roubo (sem arma),Múltiplas pessoas
"Avenida Marechal Deodoro, 1143, Manaus - AM",Baixo,Agressão física,Múltiplas pessoas
"Praça Sete de Setembro, 2294, Belo Horizonte - MG",Médio,Atividade suspeita,"Família (Homem, Mulher, Criança)"
"Travessa Santa Rita, 2288, Fortaleza - CE",Baixo,Desaparecimento,Mulher
"Alameda Brasil, 1790, São Paulo - SP",Alto,Vandalismo,Casal
"Rua da Paz, 1229, Recife - PE",Baixo,Alarme disparado,Idoso
"Rua da República, 2236, Fortaleza - CE",Alto,Assalto a mão armada,Homem
"Praça São José, 1120, Rio de Janeiro - RJ",Alto,Acidente de trânsito com vítima,Criança
"Praça São José, 354, Porto Alegre - RS",Alto,Briga doméstica,Grupo de homens
"Alameda Santos Dumont, 995, São Paulo - SP",Médio,Acidente de trânsito sem vítima,Múltiplas pessoas
"Alameda do Sol, 580, Salvador - BA",Baixo,Vandalismo,Homem
"Travessa Barão do Rio Branco, 621, São Paulo - SP",Médio,Acidente de trânsito com vítima,Idoso
"Rua Marechal Deodoro, 2371, Manaus - AM",Baixo,Roubo (sem arma),Homem
"Praça Dom Pedro II, 2326, São Paulo - SP",Médio,Perturbação do sossego,Múltiplas pessoas
"Estrada Brasil, 460, Brasília - DF",Médio,Desaparecimento,Homem
"Estrada Dom Pedro II, 869, Curitiba - PR",Alto,Incêndio,Idoso
"Avenida Primeiro de Maio, 966, Manaus - AM",Alto,Vandalismo,Mulher
"Praça São José, 1733, Curitiba - PR",Baixo,Perturbação do sossego,Casal
"Avenida do Sol, 1135, Salvador - BA",Médio,Desaparecimento,Vítima não identificada
"Avenida Primeiro de Maio, 2140, Brasília - DF",Alto,Acidente de trânsito sem vítima,Homem
"Travessa Tiradentes, 1880, Goiânia - GO",Baixo,Assalto a mão armada,Mulher
"Avenida Dom Pedro II, 1071, Porto Alegre - RS",Médio,Vandalismo,Homem
"Rua Primeiro de Maio, 1810, Recife - PE",Médio,Acidente de trânsito com vítima,Suspeito(s) em fuga
"Travessa Tiradentes, 2401, Manaus - AM",Baixo,Perturbação do sossego,Mulher
"Estrada Primeiro de Maio, 686, Porto Alegre - RS",Médio,Perturbação do sossego,Homem
"Alameda Sete de Setembro, 574, Rio de Janeiro - RJ",Médio,Atividade suspeita,Grupo de homens
"Travessa XV de Novembro, 29, Porto Alegre - RS",Alto,Furto,Suspeito(s) em fuga
"Alameda Barão do Rio Branco, 1920, Recife - PE",Baixo,Alarme disparado,Idoso
"Praça das Flores, 1253, Porto Alegre - RS",Baixo,Assalto a mão armada,Suspeito(s) em fuga
"Travessa da Paz, 751, Belo Horizonte - MG",Médio,Incêndio,Grupo de homens
"Alameda da Paz, 1982, Brasília - DF",Médio,Alarme disparado,Casal
"Avenida da República, 699, Rio de Janeiro - RJ",Médio,Atividade suspeita,Vítima não identificada
"Rua Santos Dumont, 1513, Recife - PE",Médio,Agressão física,Mulher
"Estrada do Sol, 2177, Florianópolis - SC",Baixo,Acidente de trânsito sem vítima,N/A (Ex: Incêndio)
"Avenida Dom Pedro II, 1085, Recife - PE",Médio,Perturbação do sossego,Grupo de homens
"Praça Santa Rita, 1094, Florianópolis - SC",Baixo,Vandalismo,N/A (Ex: Incêndio)
"Travessa Santos Dumont, 369, Brasília - DF",Alto,Vandalismo,Idoso
"Avenida Sete de Setembro, 1069, Fortaleza - CE",Alto,Assalto a mão armada,Homem
"Travessa Primeiro de Maio, 1752, Manaus - AM",Alto,Roubo (sem arma),Homem
"Rua Primeiro de Maio, 820, Curitiba - PR",Baixo,Incêndio,Casal
"Rua Dom Pedro II, 1151, Recife - PE",Baixo,Agressão física,Homem
"Alameda Primeiro de Maio, 901, Goiânia - GO",Médio,Maus tratos a animais,Criança
"Avenida da Paz, 1509, Goiânia - GO",Médio,Desaparecimento,Suspeito(s) em fuga
"Travessa da Paz, 290, Brasília - DF",Baixo,Desaparecimento,Criança
"Travessa Brasil, 721, Brasília - DF",Alto,Desaparecimento,"Família (Homem, Mulher, Criança)"
"Alameda Marechal Deodoro, 211, Goiânia - GO",Baixo,Incêndio,Grupo de homens
"Estrada Marechal Deodoro, 2289, Porto Alegre - RS",Médio,Perturbação do sossego,Múltiplas pessoas
"Rua XV de Novembro, 2192, Curitiba - PR",Médio,Furto,N/A (Ex: Incêndio)
"Estrada do Sol, 586, Fortaleza - CE",Alto,Perturbação do sossego,Casal
"Rua da Paz, 1159, Belo Horizonte - MG",Baixo,Acidente de trânsito com vítima,Múltiplas pessoas
"Estrada Duque de Caxias, 375, Porto Alegre - RS",Baixo,Atividade suspeita,"Família (Homem, Mulher, Criança)"
"Avenida Brasil, 2187, Brasília - DF",Médio,Incêndio,N/A (Ex: Incêndio)
"Avenida da República, 1263, Recife - PE",Baixo,Acidente de trânsito sem vítima,Grupo de homens
"Alameda Brasil, 61, Rio de Janeiro - RJ",Alto,Perturbação do sossego,Idoso
"Estrada Santos Dumont, 1597, Porto Alegre - RS",Baixo,Vandalismo,Vítima não identificada
"Estrada Santa Rita, 2005, Brasília - DF",Baixo,Incêndio,Grupo de homens
"Praça Santa Rita, 1224, Manaus - AM",Baixo,Atividade suspeita,Criança
"Rua das Flores, 406, Curitiba - PR",Alto,Briga doméstica,N/A (Ex: Incêndio)
"Alameda Primeiro de Maio, 2199, São Paulo - SP",Baixo,Desaparecimento,Idoso
"Estrada XV de Novembro, 184, Fortaleza - CE",Baixo,Vandalismo,Criança
"Estrada Barão do Rio Branco, 2215, Porto Alegre - RS",Baixo,Desaparecimento,Grupo de homens
"Avenida Tiradentes, 1191, Manaus - AM",Médio,Incêndio,Mulher
"Praça Tiradentes, 776, Brasília - DF",Baixo,Maus tratos a animais,Casal
"Praça Duque de Caxias, 272, Florianópolis - SC",Médio,Acidente de trânsito com vítima,N/A (Ex: Incêndio)
"Praça da Paz, 1007, Florianópolis - SC",Médio,Acidente de trânsito sem vítima,Homem
"Praça Brasil, 1704, Goiânia - GO",Médio,Acidente de trânsito com vítima,Homem
"Estrada das Flores, 374, Goiânia - GO",Alto,Roubo (sem arma),Múltiplas pessoas
"Praça Barão do Rio Branco, 1380, Porto Alegre - RS",Alto,Acidente de trânsito com vítima,Homem
"Rua Brasil, 2096, Recife - PE",Médio,Incêndio,Múltiplas pessoas
"Travessa da Paz, 751, Porto Alegre - RS",Baixo,Incêndio,"Família (Homem, Mulher, Criança)"
"Travessa Santos Dumont, 1652, Salvador - BA",Baixo,Atividade suspeita,Grupo de homens
"Avenida da República, 217, Porto Alegre - RS",Baixo,Assalto a mão armada,Mulher
"Estrada Duque de Caxias, 2350, Brasília - DF",Médio,Maus tratos a animais,Vítima não identificada
"Alameda Barão do Rio Branco, 1915, Goiânia - GO",Médio,Vandalismo,Criança
"Avenida Dom Pedro II, 2278, Manaus - AM",Médio,Agressão física,Mulher
"Avenida da Paz, 1238, Manaus - AM",Médio,Desaparecimento,Criança
"Rua Sete de Setembro, 2395, Salvador - BA",Baixo,Roubo (sem arma),Homem
"Rua Dom Pedro II, 1748, Manaus - AM",Médio,Perturbação do sossego,Suspeito(s) em fuga
"Rua Santa Rita, 756, Brasília - DF",Baixo,Desaparecimento,Múltiplas pessoas
"Travessa da República, 1614, Florianópolis - SC",Baixo,Maus tratos a animais,N/A (Ex: Incêndio)
"Estrada São José, 1787, Manaus - AM",Baixo,Roubo (sem arma),Vítima não identificada
"Alameda do Sol, 2204, Fortaleza - CE",Alto,Acidente de trânsito sem vítima,Idoso
"Travessa do Sol, 2376, Florianópolis - SC",Médio,Atividade suspeita,Casal
"Estrada da Paz, 2432, Recife - PE",Médio,Desaparecimento,N/A (Ex: Incêndio)
"Avenida Primeiro de Maio, 121, Goiânia - GO",Médio,Briga doméstica,Mulher
"Avenida Duque de Caxias, 264, Manaus - AM",Baixo,Assalto a mão armada,Mulher
"Travessa das Flores, 2261, Belo Horizonte - MG",Baixo,Agressão física,Casal
"Rua Barão do Rio Branco, 541, Fortaleza - CE",Baixo,Alarme disparado,Grupo de homens
"Estrada Duque de Caxias, 2286, Manaus - AM",Baixo,Briga doméstica,Múltiplas pessoas
"Praça Tiradentes, 2483, Salvador - BA",Médio,Maus tratos a animais,Múltiplas pessoas
"Alameda XV de Novembro, 1517, Rio de Janeiro - RJ",Médio,Perturbação do sossego,Suspeito(s) em fuga
"Praça São José, 1831, Brasília - DF",Baixo,Briga doméstica,N/A (Ex: Incêndio)
"Estrada da Paz, 851, Curitiba - PR",Baixo,Desaparecimento,Suspeito(s) em fuga
"Rua Barão do Rio Branco, 1289, Curitiba - PR",Médio,Atividade suspeita,Vítima não identificada
"Rua Sete de Setembro, 421, Manaus - AM",Baixo,Alarme disparado,N/A (Ex: Incêndio)
"Rua Brasil, 1510, Salvador - BA",Baixo,Furto,Casal
"Avenida Sete de Setembro, 1218, Belo Horizonte - MG",Médio,Atividade suspeita,Suspeito(s) em fuga
"Alameda Marechal Deodoro, 931, Curitiba - PR",Médio,Desaparecimento,"Família (Homem, Mulher, Criança)"
"Rua Santa Rita, 379, Goiânia - GO",Médio,Acidente de trânsito sem vítima,Casal
"Avenida Duque de Caxias, 2206, Brasília - DF",Médio,Roubo (sem arma),Vítima não identificada
"Travessa São José, 2176, Goiânia - GO",Médio,Vandalismo,Idoso
"Alameda da República, 1125, Salvador - BA",Baixo,Furto,Múltiplas pessoas
"Alameda Duque de Caxias, 2109, Rio de Janeiro - RJ",Baixo,Agressão física,Casal
"Estrada Dom Pedro II, 2187, Brasília - DF",Alto,Briga doméstica,Idoso
"Praça Marechal Deodoro, 2288, São Paulo - SP",Médio,Perturbação do sossego,Múltiplas pessoas
"Travessa do Sol, 180, São Paulo - SP",Médio,Alarme disparado,Grupo de homens
"Travessa Santa Rita, 987, Brasília - DF",Médio,Perturbação do sossego,Múltiplas pessoas
"Praça Santa Rita, 2107, São Paulo - SP",Alto,Vandalismo,Múltiplas pessoas
"Avenida Marechal Deodoro, 2083, Fortaleza - CE",Médio,Acidente de trânsito sem vítima,Vítima não identificada
"Travessa São José, 1197, Fortaleza - CE",Baixo,Furto,Criança
"Travessa XV de Novembro, 541, Fortaleza - CE",Baixo,Vandalismo,N/A (Ex: Incêndio)
"Praça Sete de Setembro, 324, Porto Alegre - RS",Baixo,Briga doméstica,Mulher
"Praça das Flores, 608, Manaus - AM",Baixo,Roubo (sem arma),Casal
"Rua Santos Dumont, 1560, Florianópolis - SC",Médio,Roubo (sem arma),Idoso
"Praça Sete de Setembro, 941, Goiânia - GO",Baixo,Vandalismo,N/A (Ex: Incêndio)
"Avenida da Paz, 1434, Curitiba - PR",Médio,Acidente de trânsito sem vítima,Suspeito(s) em fuga
"Alameda Duque de Caxias, 1595, Fortaleza - CE",Baixo,Agressão física,Múltiplas pessoas
"Avenida Dom Pedro II, 363, Porto Alegre - RS",Alto,Perturbação do sossego,"Família (Homem, Mulher, Criança)"
"Estrada do Sol, 457, Porto Alegre - RS",Médio,Incêndio,Grupo de homens
"Estrada Santa Rita, 1975, São Paulo - SP",Médio,Maus tratos a animais,Grupo de homens
"Alameda da Paz, 1081, Salvador - BA",Médio,Atividade suspeita,Idoso
"Travessa Duque de Caxias, 2147, Belo Horizonte - MG",Médio,Furto,Homem
"Rua Brasil, 1074, Florianópolis - SC",Baixo,Incêndio,Casal
"Praça Barão do Rio Branco, 510, Belo Horizonte - MG",Médio,Acidente de trânsito com vítima,Casal
"Avenida Sete de Setembro, 1883, Fortaleza - CE",Baixo,Briga doméstica,Grupo de homens
"Rua Marechal Deodoro, 207, Florianópolis - SC",Alto,Maus tratos a animais,Criança
"Avenida XV de Novembro, 1486, Florianópolis - SC",Médio,Briga doméstica,Idoso
"Estrada Marechal Deodoro, 811, São Paulo - SP",Alto,Roubo (sem arma),Idoso
"Rua Marechal Deodoro, 233, Porto Alegre - RS",Médio,Briga doméstica,Criança
"Estrada do Sol, 215, São Paulo - SP",Médio,Furto,Vítima não identificada
"Praça Marechal Deodoro, 222, Florianópolis - SC",Baixo,Briga doméstica,Idoso
"Praça Duque de Caxias, 315, Recife - PE",Baixo,Maus tratos a animais,Homem
"Rua Barão do Rio Branco, 609, São Paulo - SP",Alto,Roubo (sem arma),Múltiplas pessoas
"Rua das Flores, 1617, Brasília - DF",Baixo,Perturbação do sossego,Mulher
"Avenida Santa Rita, 168, Porto Alegre - RS",Alto,Incêndio,Criança
"Estrada da República, 2359, Goiânia - GO",Baixo,Assalto a mão armada,Idoso
"Estrada da República, 210, Manaus - AM",Baixo,Vandalismo,Idoso
"Travessa Tiradentes, 911, Goiânia - GO",Alto,Vandalismo,Homem
"Alameda São José, 2000, Rio de Janeiro - RJ",Médio,Atividade suspeita,Homem
"Avenida Santos Dumont, 2457, Porto Alegre - RS",Alto,Alarme disparado,Suspeito(s) em fuga
"Praça Sete de Setembro, 2064, Manaus - AM",Médio,Furto,Homem
"Estrada do Sol, 1533, Fortaleza - CE",Baixo,Acidente de trânsito sem vítima,Múltiplas pessoas
"Alameda Duque de Caxias, 1209, Belo Horizonte - MG",Médio,Incêndio,Mulher
"Alameda Sete de Setembro, 730, Salvador - BA",Baixo,Incêndio,N/A (Ex: Incêndio)
"Alameda Sete de Setembro, 2253, Manaus - AM",Alto,Alarme disparado,Mulher
"Alameda Santa Rita, 2027, Brasília - DF",Alto,Atividade suspeita,Múltiplas pessoas
"Estrada Santos Dumont, 1884, Brasília - DF",Alto,Desaparecimento,Grupo de homens
